userName,score,at,content
10 Bimotri Smk,5,2023-07-06 21:34:55,"Aplikasi nya keren!! Tapi tolong pakde zuck Tambahin fitur dm sama biar bisa liat yg trending"" kayak Twitter"
Roman,1,2023-07-06 21:34:14,"teks mengalami bug menumpuk, sangat menganggu sampai2 tidak bisa untuk membaca threads"
Piw Gz,1,2023-07-06 21:34:02,Hal remdom
Muhammad Hudya Ilahi Alfalaqi,5,2023-07-06 21:33:22,Lawan twiter dong hehe
abang gandi,5,2023-07-06 21:32:09,Pertama
Adoelt Beby,5,2023-07-06 21:30:34,First
Muhamad Firdaus,1,2023-07-06 21:30:21,Kecewa
Irma Arianingsih,4,2023-07-06 21:27:16,Coba dulu
Muhamad Mukromin,5,2023-07-06 21:26:56,Mantep. Kedepannya semoga lebih banyak fitur yg dikembangkan. Sukses selalu instagram dan threads. 🥰
Muhammad Alfarobi Sidqi (Albi),5,2023-07-06 21:24:09,mantap...
Rahmat Vian,4,2023-07-06 21:23:50,Masih nge bug
Subhan Hasan,1,2023-07-06 21:23:40,Banyak bug
Daniel Levy,3,2023-07-06 21:23:10,L Apps + TWITRR COPY
Mak Ratna,4,2023-07-06 21:23:01,"Mari kita mencoba apk baru om mark,😊"
awiresurre,1,2023-07-06 21:22:36,Cuma ikut ikutan aja
Randi Pratama,4,2023-07-06 21:22:32,"Threads bagus bangetlah, selama ini saya gak ketemu konten NSFW apapun, namun size apk threads cukup berat dan buffering kontennya lama bgt, beda kyk Instagram, padahal ui nya lebih simple dari FB dan IG, sarannya cuma size dan audio meetingnya aja, mudah2an bisa membantu developer😊"
Gupie Kanatarheen,3,2023-07-06 21:22:07,I Need Gtrans
Pandu Hizkia,5,2023-07-06 21:21:46,BYE ELON!
Nabila Liyana,3,2023-07-06 21:20:16,"helis ini bagaimna, kok threads ak ngelag bgt kalo d scroll kayak ngecrash gitu mohon sarannya🙏🏻🙏🏻🙏🏻"
Rudy Gunawan,5,2023-07-06 21:19:41,Baru coba
zeee_,5,2023-07-06 21:18:55,Kalau aku sih yes ...06-07-2023
Muhammad Azkiannur,5,2023-07-06 21:18:37,"Bagus, dah gitu aja"
chandra bachtiar,1,2023-07-06 21:17:54,bug
Rays Official,3,2023-07-06 21:17:47,"Masih ada bug, load nya lama"
aldrian bara,5,2023-07-06 21:16:52,"bagus, enak, gw kalo post foto keluar sendiri kocak"
Rona Adilah,5,2023-07-06 21:16:27,Aku suka
cmpnyt,5,2023-07-06 21:15:36,"This application is very good, cool I think it is better than Twitter if there is no porn account here, please dont let porn account let in.respon the report"
Renzz SR,5,2023-07-06 21:15:15,Rating pertama dari seluruh Indonesia 👉😂
Orang Dalam,4,2023-07-06 21:14:49,"good enough for the start. but it'll be better if you can add ""LIST"" like twitter has."
Genis Liloningtyas Winardi,3,2023-07-06 21:14:45,Ngebug sih
Lusy Ari Rmwt,5,2023-07-06 21:14:24,Bisa tambahin fitur terjemahan .
Muhammad Dwi Rizki,5,2023-07-06 21:14:01,Awesome
bismantaka maulana,5,2023-07-06 21:13:32,Mantap
Darma Femboy,5,2023-07-06 21:13:18,Aplikasi nya bagus bang
Yoramyhel Manuleus,5,2023-07-06 21:13:08,Bagus
Muhammad Ali Usman,2,2023-07-06 21:12:50,Masih banyak bug. Salah satunya tidak bisa scroll di halaman aktivitas
L U S I V E R .B,3,2023-07-06 21:12:26,Mau ngasih ulasan pertama:v
Wolf Gaming Banggai,3,2023-07-06 21:12:08,aplikasinya udah bagus tapi setiap kirim gambar selalu keluar sendiri mohon perbaikannya🙏
Pasha Sasaa,5,2023-07-06 21:11:25,seru bgt dik
florensia virnita,5,2023-07-06 21:11:20,bagussss
Muh Naja,1,2023-07-06 21:11:10,"blm coba, ini aku lgi download ulang soalnya gbs login anj"
Rafli Alvian,3,2023-07-06 21:10:55,Knp di saya error kayak pas scroll ngeblink² berbayang
ROBBI ABIM DARMADI,5,2023-07-06 21:10:23,Keren wkwkwk mampir review nya di YouTube Ryuu Koswara
Hangga Nurcahyo,5,2023-07-06 21:09:42,Baru coba
Mardhatillah Nash,4,2023-07-06 21:09:36,Aplikasi nya bagus banget menurut saya tapi kenapa ya pas sudah didownload di hp android penampakan berandanya kayak macet-macet gitu 🥲
Bias Diani Riansyah,1,2023-07-06 21:07:35,"bagus mah bagus, tapi akun w keapus permanen, dasar double fakk"
محمد هيكل,5,2023-07-06 21:07:34,Goks
sulthani caniago,5,2023-07-06 21:07:24,"Great! If I may suggest, it would be great to have a feature to crop the image. It would make it even more awesome."
Nistria Ndii,5,2023-07-06 21:06:07,Seru juga
Diky Wahyudi,1,2023-07-06 21:06:02,Masih ada sedikit bug.
Abil,1,2023-07-06 21:05:08,Saya kecewa sama aplikasi ini baru download udah eror. Tolong segera di proses dengan cepat
fachry,5,2023-07-06 21:04:31,Boleh la
GEOBARTS SAK,5,2023-07-06 21:03:22,"Malah kayak twiter,tapi ku kasih rate 5 aja"
Racel seluler,5,2023-07-06 21:02:23,Threeads Keren banget lawan tandingnya Twitter
Octa Cahya,1,2023-07-06 21:02:00,Ngbug parah
Catur Okta R,1,2023-07-06 21:01:51,Aplikasi error di scroll masih ada bug
Devanza Habil,4,2023-07-06 21:01:06,netizen indo disinijj
suroto ichang,3,2023-07-06 21:00:39,Baru download hari ini. Belum tahu bagus tidaknya. Saya coba dulu ya. Kalo bagus ya auto bintang 5.
Farcholizm,2,2023-07-06 21:00:39,Bug tulisannya shadow
Muhammad Risky,5,2023-07-06 20:59:33,Keren aja
Renggo Saputra,1,2023-07-06 20:59:33,Saya masih ada bug di aplikasinyaaaaa tampilan pecah hahaha
Bipang Ambawang,5,2023-07-06 20:59:14,Keren 😎
moch Iqbal alfarizy,3,2023-07-06 20:58:16,Bismillah barokah
Daffa ananda Wirayekti,5,2023-07-06 20:56:46,Keren bet banh mark
Alfandi Rmdhn,5,2023-07-06 20:56:19,oke
RAJA SUHADANTO,1,2023-07-06 20:56:03,The text is scramble when i scrolled the page
21. Pasha Kurnia Ramadani,5,2023-07-06 20:56:02,kerennnnn begeteeee
Darwin Messakh,5,2023-07-06 20:55:56,The app so clean and neat
Vin Pindi,5,2023-07-06 20:55:54,Bagus sih tapi coba ada untuk nonton video pendek nya juga bagus pasti
Mas Hidayatullah,1,2023-07-06 20:55:34,It's many of Bugs
artii meyy,3,2023-07-06 20:55:15,keder brow
Muhammad Firmansyah,5,2023-07-06 20:55:06,good
Alan Seme,5,2023-07-06 20:54:58,A.S
yunita ul jannah,3,2023-07-06 20:54:55,"Sangattt menarikkk, hanya saja belum bisa menggunakan #hastag"
Il Ham,5,2023-07-06 20:54:42,good
Rnt,3,2023-07-06 20:54:07,"Okee apk nya udah lumayan bagus tapi mohon banget buat ditingkatkan fitur-fitur lain seperti - translate karena perlu banget buat kebutuhan ngefangirling🙏🏻 - juga tolong banget untuk memposting foto/videonya agar bisa per-folder supaya gak cape ngescroll kebawah-bawah, soalnya isi galeri saya banyak :) - selanjutnya buat android tolong segarakan bisa save foto, soalnya saya mau save memeಥ⁠‿⁠ಥ Note: mohon didengar, karena ini bakal diubah tergantung fitur apk nya"
Arie Dwi,5,2023-07-06 20:53:12,#1 Am I the first person to leave a review on this threads app??
Bisri Syamsuri,5,2023-07-06 20:52:10,Kok ngebug min
Athaya khalisa zahra,2,2023-07-06 20:52:05,"pas mau apload gambar malah keluar sendiri dari apknya, aneh"
Boy Bilkhis,4,2023-07-06 20:51:06,Kalo bisa tambahkan Transfer otomatis
ryan bagoes,5,2023-07-06 20:50:45,"Ini nih aplikasi yang mungkin bisa gantiin Twitter, terima kasih Meta udah membuatkan aplikasi pesaingnya, ditunggu perkembangan selanjutnya, dan juga update2 berikutnya."
Bo Om,4,2023-07-06 20:50:33,Tolong tambahkan terjemahan di setiap postingan
For Relic,5,2023-07-06 20:50:30,Anjay gw jadi orang pertama kali yg ngerate aplikasi ini😁👆
Purwo Widodo,1,2023-07-06 20:50:18,Error
Natasha Nur Ananda,1,2023-07-06 20:49:57,di hp ku lag banget
Bp Paramount,5,2023-07-06 20:49:53,Keren
Nursalma Navaliya,5,2023-07-06 20:49:25,"bagus, tapi lebih baik lagi kalo fiturnya bisa gonta ganti username dan semoga aja ke depannya gak ada connecting sama Instagram biar bisa bebas mengekspresikan sesuatu"
Feriska Rosa,3,2023-07-06 20:49:12,ini gimana cara hapus akunnya
Wahidin Estilo,5,2023-07-06 20:48:43,Gasss lah
Geti Angela Rosita,5,2023-07-06 20:47:52,"keren, cepet"" update fitur deh😍👍🏻"
Catur Wahyudi,3,2023-07-06 20:47:08,Kenapa punya saya ngebug
Robsindo Carbon fiber,5,2023-07-06 20:46:55,Baru mau coba sepertinya asik....
Ahmad Bilal,5,2023-07-06 20:46:53,Aplikasinya sanggat bagus saya harap ada fitur terjemahannya seperti di instagram
RPBX TV,5,2023-07-06 20:46:27,"BELUM NGERTI FUNGSINYA, OKE LAH"
Inyonk 2023,3,2023-07-06 20:46:20,"Bagus sih cuma di timeline banyak post orang lain yang gak kita follow, jadi membuat gak nyaman. Perbaiki lagi dongs timeline nya"
KOCHENG,5,2023-07-06 20:45:39,Iya
M. Nafis Al-Mukhdi,4,2023-07-06 20:44:59,Requests: 1. Pin thread 2. Bookmark thread 3. Hashtags 4. Translate thread
Martin Heyoo,5,2023-07-06 20:44:05,Menjadi pesaing yang sepadan untuk apk biru
M Reyhan,4,2023-07-06 20:43:14,udah lumayan sih tapi tolong pisahin yg diikuti sama yg publik
Nayra Destriany,5,2023-07-06 20:42:41,Keren
eyzooo yzz,1,2023-07-06 20:41:44,pas mau posting sesuatu selalu saja keluar tiba-tiba
Muhammad Husni Mubarok,5,2023-07-06 20:40:14,"Permulaan bagus ada saingan aplikasi burung. Namun masih ada beberapa bug seperti mau nulis sesuatu terkadang keyboard seperti error, tulisan kehapus sendiri, padahal normal, lalu orang2 yang mengikuti terkadang ilang pas di refresh muncul kembali, fitur hastag atau tagarnya tidak bisa di klik, mungkin gaada fitur itu, sarannya adain biar mempermudah akses yg lagi trend sepeti di aplikasi burung. Tks."
Muh Irfanul Khoir,5,2023-07-06 20:39:44,Good
The King,4,2023-07-06 20:35:17,Ok
Favian Nayottama W.,5,2023-07-06 20:34:16,ig kah ini?
Ryuzen,3,2023-07-06 20:34:05,Overall udh bagus. Tapi untuk sementara karena masih banyak bug aku kasih 3 bintang dulu. Ya wajar juga sih karena app baru
SAHABAT SEVENTEEN,5,2023-07-06 20:33:29,good
Dudul Dé Léonardo.,5,2023-07-06 20:32:54,"ngikut trend aja hehehe,"
FAREL. IQBAL,5,2023-07-06 20:32:46,bagus sih
Adryan Athaillah andruby,5,2023-07-06 20:31:34,Masih bingung apknya
Lidya Zalyna,5,2023-07-06 20:31:31,Follow My Threads : @kebundiya_ tks
Satria Agung,4,2023-07-06 20:31:21,Sejauh ini lebih mantap daripada twiter isinya
iham Millyarta,3,2023-07-06 20:31:14,ngeglitch
Ataris Alam,5,2023-07-06 20:30:53,Bolehh
Jefri Falah,5,2023-07-06 20:29:58,Bagus 👍👍👍
Rizky Trihasmoro,1,2023-07-06 20:29:50,"Saya mengalami Bug atau cuma di hp saya,ketika di buka app seperti langsung banyak halaman dan bertumpuk, saya tidak tahu ini kenapa,apa ada email yang bisa di kirim untuk konfirmasi bug"
Sahat Daniel Messakh,5,2023-07-06 20:29:47,Nice app
RYAN STAR,5,2023-07-06 20:29:38,bagus dan juga simpel 👍
Bobby Ammar,5,2023-07-06 20:29:32,Mantap
Ardi Febyan,1,2023-07-06 20:29:17,Enggak bisa di donlowoad
Bima Setiawan24,1,2023-07-06 20:28:38,bug
Ananta Dafa Isna Saputra,2,2023-07-06 20:27:10,It's not work properly on my device.
azka muharram,5,2023-07-06 20:26:58,great
Jihanadella,4,2023-07-06 20:26:55,kenapa ngga bisa digabung jadi satu apk aja? biar ngga menuhin memori
Muhammad Seno Aji Pratama,5,2023-07-06 20:26:35,Simpel dan rapi 👍🏼👍🏼
Rifki Apriansyah,5,2023-07-06 20:25:06,"Makk udahh donwload duluan hahahhahah, gassin mau liattt di ring hheheh"
Muhammad Ghazie Harja Ardhana,5,2023-07-06 20:25:01,Ywdah Sih 😂
Fadillaha Mamakn76,5,2023-07-06 20:24:06,Hey iya sipp
Dina Iriyanda,5,2023-07-06 20:24:01,"Tolong dong kalau semisal kita mau hapus akun threads nya, akun instagram nya jangan ikut ilangg jugaa, plissss yaaakkk mohon banget ini maahh"
Deadi Music,5,2023-07-06 20:23:46,Mantap
Mutiara Zauja Ramadhani,5,2023-07-06 20:23:29,keren😘👍
Yunike Z.,5,2023-07-06 20:23:19,hampir mirip sama si biru
Nishimiya Babi,5,2023-07-06 20:23:16,"Buat semua bagus, design sama menu nya cukup, cuman yang kurang nya masih banyak, terutama ini, harus ada topik yang bisa user ikuti biar feed gak terlalu berantakan, sama feed harus nya dipisah jadi dua 1 buat publik (dari topik yang diikuti) sama 1 lagi buat follower ato postingan khusus followers"
RFBehaviorEnd Gaming,4,2023-07-06 20:23:04,masih memiliki beberapa bug & error
Rahmat Dandi,5,2023-07-06 20:22:29,Keren
KazeoYT,5,2023-07-06 20:21:52,follow dong wkwkwk @ffoords
kansen kansen,5,2023-07-06 20:21:43,Sementara 🌟🌟🌟🌟🌟
Nadhil Syahidin,2,2023-07-06 20:21:33,Di hp ku ngebug bang
Raihan Muhammad,5,2023-07-06 20:20:05,Good
theo,5,2023-07-06 20:19:44,ok
si kucing random,5,2023-07-06 20:19:42,belum rilis ya?
Teguh Aprilia,1,2023-07-06 20:19:28,Baru download dah crack gimana bisa di mainin
Slamet Riyadi,5,2023-07-06 20:19:03,Bagus
Ipan Kosasih,4,2023-07-06 20:18:47,Aplikasi bagus cumn bnyk bug
Rizqi Fajriansyah,5,2023-07-06 20:17:31,cukup menarik 👍
Maximus Ardi,5,2023-07-06 20:16:26,Elon 😭
Rafi hidayat,3,2023-07-06 20:15:26,"don't know why, this app is on my phone when I want to scroll it, the application is buggy"
Ellestaa,3,2023-07-06 20:15:14,Pertama deh pkok ny
alif alyudha,5,2023-07-06 20:15:01,Mantep kang
Yosua agus Afron,5,2023-07-06 20:15:01,Gaas
Shiddiq,5,2023-07-06 20:12:55,Mantep coy
Rendy elreal,5,2023-07-06 20:12:52,App yg keren mirip seperti twiter
Reksya Muhamad Fadilah,5,2023-07-06 20:12:42,Semoga bagus seperti media sosial lainnya
Riky Hasiolan,5,2023-07-06 20:12:10,"Keren banget, mudah untuk digunakan"
rusofi hakim,5,2023-07-06 20:11:56,Ada yg kurang ngesave tanpa harus like
Rivaldi Ardiansyah,5,2023-07-06 20:11:09,"mirip mirip lah , kayak sebelah"
Dra Media,5,2023-07-06 20:10:18,mantap nih aplikasi
anang budiarto,5,2023-07-06 20:08:21,Lancar jaya
Baut Obeng,4,2023-07-06 20:07:29,Enak tapi mbnya kebesaran anjr
Nic Dermawan,5,2023-07-06 20:07:20,Mantapp
Tazkiyah Azzahra,5,2023-07-06 20:05:10,enakan thread enakan twitter enakan gausa kenal dari awal deh
aditya yudistiraa,2,2023-07-06 20:04:57,Punya saya ngeleg ngebuk
Rido Toeng,3,2023-07-06 20:03:19,Aplikasinya biasa aja
Pahrianor,5,2023-07-06 20:01:28,mantap
Dede Gunawan,5,2023-07-06 20:00:48,Cuy
Enggi Awan,3,2023-07-06 20:00:35,Bintang 3 dulu ya masih membandingkan twitter dan threads bagusan mana?kalo twitter aku pakai udah lumayan lama soalnya😅
Taufik Firdaus,4,2023-07-06 20:00:31,"Bagus, tambahin translate dong sir"
ferdin permana,5,2023-07-06 19:59:22,Keren
Rama ID,5,2023-07-06 19:59:19,"Kedepannya kembangin lagi bang Zuck, algoritmanya udah bagus cuma kurang lengkap beberapa fitur contohnya kayak save foto ada juga beberapa masalah seperti masalah loading saat upload yang memakan waktu dan juga pusat notifikasi yang jadi menumpuk"
Muhammad Abdul Rafly,3,2023-07-06 19:59:17,"Masi nge bug ,geter"""
Muhammad Rafi,2,2023-07-06 19:57:49,"Diperbaiki lagi sih, di hp saya realme c2 masih ngestuck banget apknya. Padahal pengen banget main ni aplikasi"
Yayan Domilano,5,2023-07-06 19:56:47,Aplikasinya bagus.. Saya beri 5 bintang.. Tapi Harap Tambahkan beberapa fitur Seperti : – Save Gambar atau Video – Edit Postingan – Mode Gelap Dan masih ada Bug bug lainnya
Andika Reza Pratama,3,2023-07-06 19:55:59,"Lumayan bagus, cuma untuk post/komen ""gambar/video"" tolong kasih fitur simpan yah."
Vheggyvhildaap,5,2023-07-06 19:55:56,kok ssh ya upload gmbr :(
Rafi Erlanggar,5,2023-07-06 19:55:52,Keren
Asep Saripudin,3,2023-07-06 19:55:44,Test ombak
Syifa Salsabila,5,2023-07-06 19:54:40,😻😻
Gogo Power,5,2023-07-06 19:54:07,Bagus begetee
Re Za,4,2023-07-06 19:53:13,Ga bisa buat cari ayang
Khoir,5,2023-07-06 19:52:32,Twitter ganti nama ya?
Aria tubagus,5,2023-07-06 19:51:32,kerenn
William Conna,2,2023-07-06 19:51:32,Fitur hastag belum ada dan masih banyak bugnya
Zero Two,1,2023-07-06 19:50:46,"This app is broken already, when i open the app, my phone got some crash. Idk why, it's like requiem effect to many new news reload"
gilang syah putra,4,2023-07-06 19:50:36,tolong adakan fitur dm di aplikasi ini
Rizky Maulana Fatah,5,2023-07-06 19:50:27,Ini bagussss
sri ayu Lestari,5,2023-07-06 19:50:16,Menarik....
ISAIAH IMAM MAWARDI,5,2023-07-06 19:50:03,Ok
Rakim Deathcore.,5,2023-07-06 19:50:01,Aplikasi udah lumayan tinggal ditambahin fitur baru yang belum ada di aplikasi sosial media lain
Hu Joun,1,2023-07-06 19:49:53,kenapa error terus layarnya jadi ngeglitch
Joni Ardian,5,2023-07-06 19:49:07,Hooh
Khoirul Umam Haqiqi,5,2023-07-06 19:48:55,Bagus
VII•H•15 M.faizal P.J,5,2023-07-06 19:46:54,Gelut
Febri Tri Harmoko,1,2023-07-06 19:45:49,"It's good apps, but we need: - Page for you & following separated - Global and local search for threads - Switch multiple accounts - new UI/UX for sharing content from Instagram"
Fairuz Daffa,5,2023-07-06 19:45:35,Ga bahaya ta
Dafi R,4,2023-07-06 19:44:50,Logikanya dimana.
Muhamad Lukmanul Hakim,1,2023-07-06 19:44:16,bug
Maverix Sky,2,2023-07-06 19:44:04,"I give two stars first... because there are some things I think less on this platform, such as a separate look for accounts followed and not followed 🙏🏾"
Rizal Wijdan,5,2023-07-06 19:43:56,Bagus
Zalfandi 987,5,2023-07-06 19:43:32,Untuk pihak meta tolong tambahkan fitur simpan foto dan fitur translate terimakasih sudah membuat aplikasi ini
Ananda Eka Saputra,5,2023-07-06 19:43:19,ok
Dimas,5,2023-07-06 19:43:03,Lumayan...
ʀᴇᴢxzx,5,2023-07-06 19:42:30,Keep it up
Mart Art.,5,2023-07-06 19:41:51,"Suka, Karena gak ada fitur DM, jadi bisa menikmati kutipan orang²"
Tommy Rosasha,5,2023-07-06 19:41:39,First Comment ?
Rosidah Syah,3,2023-07-06 19:41:30,Ok lah
nenden amanah,4,2023-07-06 19:40:59,"Masih 4 sih sejauh ini, gimana kalo d tambah Tranding topik juga?? Biar seruu melek info hehehe..."
Louis Farrell Dewa Narendra,1,2023-07-06 19:39:38,Has bugs when scrolling such as freezes on threads so you can't read existing content
kepo anda,1,2023-07-06 19:39:31,bermasalah diandroid banyak bug
Gemini _ Nt,5,2023-07-06 19:39:24,Bagus sih apknya tapi tolong tambahin fitur translet donk biar tau artis² favorite ngirim pesan apa.udah itu aja sih keluhannya
Abang blox,1,2023-07-06 19:39:10,"The application have more bugs, please fix the bugs. It's very disgusting for me"
mawiaaa,5,2023-07-06 19:37:44,Berak
JohnChris,5,2023-07-06 19:36:51,dapet no ke 5510335 bro wkwk
"m,indrafirmansyah",5,2023-07-06 19:36:07,"Maaf cuma kasih saran, lebih enak lagi klo bisa liat liat vidio kaya ig gtu hhe"
Raychan Assabiq,5,2023-07-06 19:36:01,Kok punya ku warna putih yaaa
komang sutresna,5,2023-07-06 19:35:57,Masih mencoba 😁
D. Aditya,3,2023-07-06 19:33:56,"there's a bug when open the app, it make a trail like duplicate every item in android app"
Vianz,5,2023-07-06 19:33:41,"Mayan , saran kasih translate"
Samwll Strs,1,2023-07-06 19:33:39,Gada hastag jd not interested si
Multifandom ?,4,2023-07-06 19:33:13,kesel ga ada pencarian per kata 😇
Al Qumaidie,5,2023-07-06 19:32:59,Bisa berubah tergantung sikon
Josias M. A. Noija,5,2023-07-06 19:32:33,Awsome
Kepo Editz,5,2023-07-06 19:32:10,"Aplikasi nya bagus, cuman pas play video ga ada suaranya"
Eko Hadi,5,2023-07-06 19:31:49,Suka
Rifai Muh,5,2023-07-06 19:30:19,"Agak mirip Twitter, not bad lah."
Yuslan Septian,5,2023-07-06 19:30:14,Akhirnya saya bisa komen pertama
Rizkia AR,4,2023-07-06 19:29:14,Tolong segera kasih fitur terjemah
Rino Jeremia Christopher Gultom,1,2023-07-06 19:28:08,Di night mode mlh nge glitch
Zaenal Abidin,5,2023-07-06 19:27:13,Mainnya kaya sebeleh
Tatsuya Lawrence,5,2023-07-06 19:27:08,mantap gan
usp 8689,2,2023-07-06 19:26:53,Masih sering buat upload foto
Arif Yuda Prasetya (Arif),1,2023-07-06 19:26:42,Di gua kok bug sih aneh anying
Cardi29Official,4,2023-07-06 19:26:21,Mencoba dulu
vanase wen,5,2023-07-06 19:25:37,ANTI LPGBT
Dhiana,5,2023-07-06 19:25:20,Baru coba belum tau
toeng,1,2023-07-06 19:24:49,aplikasi bayak bug
MUHAMMAD SAMIR,5,2023-07-06 19:24:46,Elon vs zuck
Musral Rikky Saputra Saktsila,2,2023-07-06 19:24:40,Baru nyoba
Syauqi Umair,4,2023-07-06 19:22:52,Apakah saya orang Indonesia pertama yg memberi ulasan app Thread?
Mydiary Jell,5,2023-07-06 19:21:17,Kerennn
AlgiArt Drawing,5,2023-07-06 19:21:14,"Banyakin fitur baru, kek reels atau YouTube short gtu"
Chan _cok,5,2023-07-06 19:21:09,Nice
Fafa Channel,4,2023-07-06 19:20:53,"Kasih bintang empat, mau coba dlu aplikasinya"
imanuel yussanto,5,2023-07-06 19:19:36,Akhirnya ada aplikasi yang khusus buat posting text
Asep Andriana,5,2023-07-06 19:18:12,Sangat baik
Zaky Fauzan,5,2023-07-06 19:18:05,notbad
Fachrii abdullah,5,2023-07-06 19:17:14,GEDEG SAMA TWITTER
Ziddan Ardian Fadillah,4,2023-07-06 19:17:07,keren
firman syah,1,2023-07-06 19:17:02,qok bergetar yah setelah udah log in
Ahmad El-Fayd,3,2023-07-06 19:16:09,Masih suka ngebug tiba² nggak bisa log in mungkin masih tahap pengembangan
Kucing Turu,5,2023-07-06 19:16:08,First
Akbara Balqhia,5,2023-07-06 19:15:43,Siip
Nyifaa,5,2023-07-06 19:15:31,"hebat, sangat menghemat penyimpanan. Saran saya sih nanti Nya ada fitur dm, semakin berkembang Threads !"
HaraldAG S,5,2023-07-06 19:14:51,nostalgia ke Twitter lg😁
Bagas Iswara,5,2023-07-06 19:14:40,Oke
Daffa Satria,4,2023-07-06 19:14:10,"bintang empat duluu, saya mendapatkan bug saat saya ingin meng upload gambar, tiba tiba keluar apk/crash"
Huda Maulana,5,2023-07-06 19:13:44,It's new one
Galih Pratama,5,2023-07-06 19:13:11,Mau nyoba
Ghezzal looading,1,2023-07-06 19:12:33,kenapa pas pakai ulti ga bisa bang
Fikriawan Gr,2,2023-07-06 19:11:55,Bug
Ogy Nuramin Fattah,5,2023-07-06 19:11:45,"Aplikasi keren si ini, di era Twitter yg mulai monetisasi 😁"
Gojo Satoru 亗,3,2023-07-06 19:11:37,a lots of bugs
Khamim Mustofa,4,2023-07-06 19:11:24,Gong tak jajal ndownload e sui wifi ne tonggoku kyk eek
Panji Pras Gaming,5,2023-07-06 19:11:11,Pengganti Twitter
Lesia Ananta,5,2023-07-06 19:10:48,Saya suka saya suka semogaa dari politik
Zulnur arifin,5,2023-07-06 19:10:35,Defresi
ARIF PUTRA ASMARA,5,2023-07-06 19:10:32,Well
Chintya Dewi,1,2023-07-06 19:09:29,Terlalu banyak bug
Fajar,5,2023-07-06 19:09:07,Oklah
Wildan Dan,3,2023-07-06 19:09:07,gua orang pertama yg ngasih ulasan
Dicky Arya Saputra,3,2023-07-06 19:08:50,"Aplikasi udah baik. Namun, saya menemukan bug ketika akan membuat thread. Dimana ketika saya pindahkan kursor ke kata awal yang udah ditulis dan ingin mengganti kursor error tidak mau spasi ataupun ditambah huruf. Tolong juga perbaiki tampilannya agar lebih enak dilihat. Tambah juga mode gelap. Dan juga buatkan menu pemilahan antara bukan following dan following Sekian"
Richard Vito Prabowo,5,2023-07-06 19:08:50,"Overall bagus, bbrp yang perlu di perbarui 1. Algoritma nyasar terlalu jauh 2. Tambahin Edit postingan dan jumlah re-threads 3. Tambahin Pilihan folder album 4. Tambahin fitur Download media 5. Tambahin banner/sampul profile"
KopraL Fadi,2,2023-07-06 19:08:26,"Banyak bug bjir, maklum baru terbit😁, fast dibenerin"
Albert Roberto Purba,1,2023-07-06 19:07:51,Masih banyak bug
Its Chocolate,5,2023-07-06 19:07:47,Keren
Olga Wenda,5,2023-07-06 19:07:24,"Aplikasi ini sangat bagus,dan aplikasi ini tak seperti twiter"
Dave Edgar,5,2023-07-06 19:07:14,Ok
Bayu Aji,5,2023-07-06 19:06:19,Aplikasi sangat bagus sekali sebagai referensi buat upload foto dan video dari galeri kita
Muh Thauffiq,5,2023-07-06 19:05:40,Muach
Neng Shafitri,5,2023-07-06 19:04:57,"Seru banget, sukses selalu semoga makin jaya juga makin menjadi no satu amiin"
Adt Codt,5,2023-07-06 19:04:53,Good
Angga sl,5,2023-07-06 19:04:26,Elon musk kapitalis njir
Muhammad Zaki asnur,5,2023-07-06 19:04:00,"Bagus sih , nggak banyak aturannya"
Koko Rok,5,2023-07-06 19:02:59,"Twitter versi ringan dan simpel y moga2 ada fitur baru, hati2 langkah mu mark"
Riswan Ramadhan,5,2023-07-06 19:01:56,Halo gays ini aplikasi bagus
AET TM,5,2023-07-06 19:01:53,Yahahaha saingan tw******
MY12 official,5,2023-07-06 19:01:25,translate in the comments please!! Thanks
Hikawa Setiawan,1,2023-07-06 19:01:06,masih error Dan black screen threads nya mohon perhatikan secara sempurna
Fauzan Ahmad,5,2023-07-06 19:00:59,Bagus bet nyet
Maskur Hasyim Channel,5,2023-07-06 19:00:54,Lumayan menarik..
Quinn WenLy,5,2023-07-06 19:00:51,ini kwren sih
17-Danish Ayman Pratama,5,2023-07-06 19:00:44,"Awokawok, twitter bikin aturan gak jelas. Pindah kesini aja lah"
Chesa Saefudin,5,2023-07-06 19:00:39,App good
Sri Eko Purwanto,5,2023-07-06 19:00:30,ntap
Yayan Sopian,5,2023-07-06 19:00:23,Ok
Muhammad abduh,5,2023-07-06 19:00:20,Pengganti Twitter terbaik
Risky Aditia,5,2023-07-06 18:59:47,Mantap
Agero Turnip,5,2023-07-06 18:59:33,Jangan lupa follow agero_29
RASWAY0,5,2023-07-06 18:58:44,Nice
Afianf,5,2023-07-06 18:57:58,The best app
Muhammad Rifat,5,2023-07-06 18:57:57,"UI keren, smooth. tp masih banyak yg perlu di update. keren meta!"
Yaniarti P.,4,2023-07-06 18:57:45,"I need ""not interested"" button for better fyp. And still no translation. For now we can't choose photos by folder, so it's a lil bit annoying. We can't save draft. Hope this app will go better than the chirp one lol 😂"
Muhammad Ridhoi,5,2023-07-06 18:57:42,Yeahhh aku yang pertama🤩🤩🤩🥳
Sanunggara Tuakia,4,2023-07-06 18:57:20,"Baru nyoba,"
Aditya Bagus Setyawan (Adit),3,2023-07-06 18:55:46,Kenapa error woi
winzz godd,5,2023-07-06 18:55:46,Mas elon cupu
